country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Czechia,CZE,2021-01-30,274701.0,236436.0,38265.0,1782.0,10217.0,2.57,2.21,0.36,954.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-31,276516.0,237130.0,39386.0,1815.0,10036.0,2.58,2.21,0.37,937.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-01,287946.0,240786.0,47160.0,11430.0,9895.0,2.69,2.25,0.44,924.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-02,301984.0,244815.0,57169.0,14038.0,9867.0,2.82,2.29,0.53,921.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-03,317105.0,249076.0,68029.0,15121.0,10139.0,2.96,2.33,0.64,947.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-04,334595.0,253818.0,80777.0,17490.0,10773.0,3.12,2.37,0.75,1006.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-05,350382.0,259075.0,91307.0,15787.0,11066.0,3.27,2.42,0.85,1033.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-06,353510.0,259905.0,93605.0,3128.0,11258.0,3.3,2.43,0.87,1051.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-07,356644.0,260729.0,95915.0,3134.0,11447.0,3.33,2.43,0.9,1069.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-08,371454.0,264365.0,107089.0,14810.0,11930.0,3.47,2.47,1.0,1114.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-09,387917.0,269174.0,118743.0,16463.0,12276.0,3.62,2.51,1.11,1146.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-10,406026.0,274474.0,131552.0,18109.0,12703.0,3.79,2.56,1.23,1186.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-11,427441.0,280284.0,147157.0,21415.0,13264.0,3.99,2.62,1.37,1239.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-12,447451.0,286271.0,161180.0,20010.0,13867.0,4.18,2.67,1.51,1295.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-13,451677.0,287755.0,163922.0,4226.0,14024.0,4.22,2.69,1.53,1310.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-14,453929.0,288736.0,165193.0,2252.0,13898.0,4.24,2.7,1.54,1298.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-15,468814.0,294660.0,174154.0,14885.0,13909.0,4.38,2.75,1.63,1299.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-16,483833.0,301925.0,181908.0,15019.0,13702.0,4.52,2.82,1.7,1279.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,2020-12-27,6484.0,6484.0,,,,0.11,0.11,,,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2020-12-28,8470.0,8470.0,,1986.0,1986.0,0.15,0.15,,343.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2020-12-29,17415.0,17415.0,,8945.0,5466.0,0.3,0.3,,944.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2020-12-30,28876.0,28876.0,,11461.0,7464.0,0.5,0.5,,1289.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2020-12-31,35062.0,35062.0,,6186.0,7144.0,0.61,0.61,,1233.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-01,37401.0,37401.0,,2339.0,6183.0,0.65,0.65,,1067.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-02,46279.0,46279.0,,8878.0,6632.0,0.8,0.8,,1145.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-03,52298.0,52298.0,,6019.0,6545.0,0.9,0.9,,1130.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-04,54701.0,54701.0,,2403.0,6604.0,0.94,0.94,,1140.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-05,68237.0,68237.0,,13536.0,7260.0,1.18,1.18,,1253.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-06,88022.0,88022.0,,19785.0,8449.0,1.52,1.52,,1459.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-07,105555.0,105555.0,,17533.0,10070.0,1.82,1.82,,1739.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-08,114056.0,114056.0,,8501.0,10951.0,1.97,1.97,,1891.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-09,115956.0,115956.0,,1900.0,9954.0,2.0,2.0,,1719.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-10,116769.0,116769.0,,813.0,9210.0,2.02,2.02,,1590.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-11,117426.0,117426.0,,657.0,8961.0,2.03,2.03,,1547.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-12,117888.0,117888.0,,462.0,7093.0,2.04,2.04,,1225.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-13,130628.0,130628.0,,12740.0,6087.0,2.26,2.26,,1051.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-14,148565.0,148565.0,,17937.0,6144.0,2.56,2.56,,1061.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-15,163814.0,163809.0,5.0,15249.0,7108.0,2.83,2.83,0.0,1227.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-16,168437.0,168425.0,12.0,4623.0,7497.0,2.91,2.91,0.0,1294.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-17,171691.0,170963.0,728.0,3254.0,7846.0,2.96,2.95,0.01,1355.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-18,177728.0,174856.0,2872.0,6037.0,8615.0,3.07,3.02,0.05,1487.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-19,182317.0,177346.0,4971.0,4589.0,9204.0,3.15,3.06,0.09,1589.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-20,185720.0,178856.0,6864.0,3403.0,7870.0,3.21,3.09,0.12,1359.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-21,189615.0,180387.0,9228.0,3895.0,5864.0,3.27,3.11,0.16,1012.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-22,195953.0,181046.0,14907.0,6338.0,4591.0,3.38,3.13,0.26,793.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-23,203844.0,181819.0,22025.0,7891.0,5058.0,3.52,3.14,0.38,873.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-24,211038.0,182430.0,28608.0,7194.0,5621.0,3.64,3.15,0.49,970.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-25,213750.0,182682.0,31068.0,2712.0,5146.0,3.69,3.15,0.54,888.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-26,215722.0,182895.0,32827.0,1972.0,4772.0,3.72,3.16,0.57,824.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-27,220306.0,183106.0,37200.0,4584.0,4941.0,3.8,3.16,0.64,853.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-28,228673.0,183347.0,45326.0,8367.0,5580.0,3.95,3.17,0.78,963.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-29,248143.0,184478.0,63665.0,19470.0,7456.0,4.28,3.18,1.1,1287.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-30,262424.0,185707.0,76717.0,14281.0,8369.0,4.53,3.21,1.32,1445.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-01-31,276039.0,186966.0,89073.0,13615.0,9286.0,4.77,3.23,1.54,1603.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-01,284682.0,187714.0,96968.0,8643.0,10133.0,4.91,3.24,1.67,1749.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-02,289767.0,189769.0,99998.0,5085.0,10578.0,5.0,3.28,1.73,1826.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-03,297514.0,191324.0,106190.0,7747.0,11030.0,5.14,3.3,1.83,1904.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-04,309888.0,192760.0,117128.0,12374.0,11602.0,5.35,3.33,2.02,2003.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-05,324962.0,194338.0,130624.0,15074.0,10974.0,5.61,3.36,2.26,1895.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-06,332643.0,195363.0,137280.0,7681.0,10031.0,5.74,3.37,2.37,1732.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-07,338195.0,197275.0,140920.0,5552.0,8879.0,5.84,3.41,2.43,1533.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-08,347805.0,199825.0,147980.0,9610.0,9018.0,6.0,3.45,2.55,1557.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-09,356274.0,203375.0,152899.0,8469.0,9501.0,6.15,3.51,2.64,1640.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-10,363472.0,206653.0,156819.0,7198.0,9423.0,6.28,3.57,2.71,1627.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-11,371538.0,212264.0,159274.0,8066.0,8807.0,6.41,3.66,2.75,1520.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-12,390997.0,224211.0,166786.0,19459.0,9434.0,6.75,3.87,2.88,1629.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-13,398523.0,230762.0,167761.0,7526.0,9411.0,6.88,3.98,2.9,1625.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-14,405371.0,236979.0,168392.0,6848.0,9597.0,7.0,4.09,2.91,1657.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-15,422282.0,250766.0,171516.0,16911.0,10640.0,7.29,4.33,2.96,1837.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Denmark,DNK,2021-02-16,436539.0,263743.0,172796.0,14257.0,11466.0,7.54,4.55,2.98,1980.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-17022021-6z3l
Dominican Republic,DOM,2021-02-16,0.0,,,,,0.0,,,,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1362004906744418309
Dominican Republic,DOM,2021-02-17,373.0,,,373.0,373.0,0.0,,,34.0,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1362004906744418309
Ecuador,ECU,2021-01-21,0.0,0.0,,,,0.0,0.0,,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-22,108.0,108.0,,108.0,108.0,0.0,0.0,,6.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-23,,,,,341.0,,,,19.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-24,,,,,419.0,,,,24.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-25,,,,,458.0,,,,26.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-26,,,,,481.0,,,,27.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-27,2982.0,2982.0,,,497.0,0.02,0.02,,28.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-28,,,,,484.0,,,,27.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-29,,,,,526.0,,,,30.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-30,,,,,502.0,,,,28.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-31,,,,,478.0,,,,27.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-01,,,,,454.0,,,,26.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-02,,,,,430.0,,,,24.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-03,,,,,406.0,,,,23.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-04,6228.0,6228.0,,,406.0,0.04,0.04,,23.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-05,,,,,369.0,,,,21.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-06,,,,,333.0,,,,19.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-07,,,,,297.0,,,,17.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-08,,,,,260.0,,,,15.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-09,,,,,224.0,,,,13.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-10,,,,,187.0,,,,11.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-11,,,,,151.0,,,,9.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-12,,,,,151.0,,,,9.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-13,,,,,151.0,,,,9.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-14,,,,,151.0,,,,9.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-15,,,,,151.0,,,,9.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-16,,,,,151.0,,,,9.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-17,8190.0,6228.0,1962.0,,151.0,0.05,0.04,0.01,9.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Egypt,EGY,2021-01-24,0.0,,,,,0.0,,,,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,2021-01-25,,,,,219.0,,,,2.0,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,2021-01-26,,,,,219.0,,,,2.0,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,2021-01-27,,,,,219.0,,,,2.0,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,2021-01-28,,,,,219.0,,,,2.0,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,2021-01-29,,,,,219.0,,,,2.0,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,2021-01-30,1315.0,,,,219.0,0.0,,,2.0,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
England,,2020-12-13,55389.0,55389.0,,,,0.1,0.1,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-14,,,,,74067.0,,,,1316.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-15,,,,,74067.0,,,,1316.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-16,,,,,74067.0,,,,1316.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-17,,,,,74067.0,,,,1316.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-18,,,,,74067.0,,,,1316.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-19,,,,,74067.0,,,,1316.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-20,573858.0,573858.0,,,74067.0,1.02,1.02,,1316.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-21,,,,,68942.0,,,,1225.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-22,,,,,63817.0,,,,1134.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-23,,,,,58692.0,,,,1043.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-24,,,,,53567.0,,,,952.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-25,,,,,48442.0,,,,861.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
